dagC19.txt 1234x1.txt 0.05 20 0.7688172043010753 True 0.5 10000000189.0 {0: [1, 3, 4, 5, 2], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0], 2: [18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 6], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 20]} 
dagC19.txt 1234x1.txt 0.05 20 0.7634408602150538 True 0.6 10000000190.25 {0: [0, 1, 2, 33, 3], 1: [6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 28, 27], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 34, 35, 5, 15], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 8, 4]} 
dagC19.txt 1234x1.txt 0.07 20 0.7473118279569892 True 0.6 10000000188.5 {0: [1, 2, 4, 5, 3], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20], 2: [18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19]} 
dagC19.txt 1234x1.txt 0.1 20 0.6989247311827957 True 0.6 10000000189.0 {0: [1, 3, 4, 5, 21], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 2], 2: [18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.05 50 0.7258064516129032 True 0.6 10000000190.5 {0: [1, 2, 4, 5, 12, 32], 1: [7, 8, 9, 10, 11, 13, 14, 16, 17, 3, 0], 2: [18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 6, 15], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 23]} 
dagC19.txt 1234x1.txt 0.07 50 0.7526881720430108 True 0.6 10000000189.75 {0: [0, 1, 2, 4, 5, 19], 1: [6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 22], 2: [18, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 3], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 13]} 
dagC19.txt 1234x1.txt 0.1 50 0.7365591397849462 True 0.6 10000000189.5 {0: [1, 2, 3, 4, 0], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 23], 2: [18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 5], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28]} 
dagC19.txt 1234x1.txt 0.05 100 0.7526881720430108 True 0.6 10000000188.75 {0: [1, 3, 4, 5, 2], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19], 2: [18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28]} 
dagC19.txt 1234x1.txt 0.07 100 0.7956989247311828 True 0.6 10000000189.0 {0: [0, 2, 3, 4, 5, 6], 1: [7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 1], 2: [18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 8], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 20]} 
dagC19.txt 1234x1.txt 0.1 100 0.7258064516129032 True 0.6 10000000188.333334 {0: [1, 4, 5, 2, 3], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 24], 2: [18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 0, 15], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 32]} 
dagC19.txt 1234x1.txt 0.05 20 0.6989247311827957 True 0.7 193.66666666666666 {0: [1, 2, 3, 4, 35], 1: [6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 5, 0], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 11, 28], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12, 33]} 
dagC19.txt 1234x1.txt 0.07 20 0.6666666666666666 True 0.7 191.25 {0: [1, 3, 0, 11, 32], 1: [6, 7, 10, 12, 13, 14, 16, 17, 2, 25, 8, 9], 2: [18, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 33, 34, 5, 4, 24, 15], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19, 35]} 
dagC19.txt 1234x1.txt 0.1 20 0.6989247311827957 True 0.7 193.0 {0: [3, 4, 5, 29, 11], 1: [6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 2, 0], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 33, 35, 1, 34], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12, 32]} 
dagC19.txt 1234x1.txt 0.05 50 0.6989247311827957 True 0.7 191.5 {0: [0, 1, 3, 24, 13], 1: [6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 5, 4], 2: [18, 20, 21, 22, 23, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 2, 27], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19]} 
dagC19.txt 1234x1.txt 0.07 50 0.7473118279569892 True 0.7 10000000189.0 {0: [0, 1, 3, 4, 5, 33], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 2], 2: [18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 23], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 15]} 
dagC19.txt 1234x1.txt 0.1 50 0.6989247311827957 True 0.7 193.75 {0: [1, 2, 4, 5, 33], 1: [6, 7, 8, 10, 11, 13, 14, 16, 17, 24, 9, 0], 2: [18, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 3, 15, 20], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19, 12]} 
dagC19.txt 1234x1.txt 0.05 100 0.6989247311827957 True 0.7 193.5 {0: [1, 2, 3, 4, 17], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 5], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 27]} 
dagC19.txt 1234x1.txt 0.07 100 0.6935483870967742 True 0.7 194.0 {0: [0, 3, 4, 5, 10], 1: [6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 19, 1], 2: [18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 2, 33], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28, 12]} 
dagC19.txt 1234x1.txt 0.1 100 0.6827956989247311 True 0.7 189.0 {0: [1, 3, 4, 5, 27], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 2], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.05 20 0.7741935483870968 True 0.8 190.5 {0: [0, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 27], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 1], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 35]} 
dagC19.txt 1234x1.txt 0.07 20 0.7258064516129032 True 0.8 190.5 {0: [1, 2, 3, 6, 34], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 33, 4], 2: [18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 5, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 23]} 
dagC19.txt 1234x1.txt 0.1 20 0.7150537634408602 True 0.8 189.0 {0: [0, 1, 3, 4, 5, 32], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 2], 2: [18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 25], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.05 50 0.7204301075268817 True 0.8 188.5 {0: [1, 3, 4, 5, 2], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 24, 16], 2: [18, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 0, 15], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19]} 
dagC19.txt 1234x1.txt 0.07 50 0.7419354838709677 True 0.8 188.75 {0: [0, 1, 2, 3, 4, 35], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 5], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 15], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28]} 
dagC19.txt 1234x1.txt 0.1 50 0.7956989247311828 True 0.8 189.5 {0: [0, 2, 3, 4, 6, 5], 1: [7, 9, 11, 12, 13, 14, 15, 16, 17, 1, 21], 2: [18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 31, 10], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 35, 8]} 
dagC19.txt 1234x1.txt 0.05 100 0.7096774193548387 True 0.8 189.0 {0: [2, 3, 4, 5, 1], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21], 2: [18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.07 100 0.7419354838709677 True 0.8 189.75 {0: [0, 1, 3, 4, 5, 33], 1: [6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 2], 2: [18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 24], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 13]} 
dagC19.txt 1234x1.txt 0.1 100 0.7956989247311828 True 0.8 189.0 {0: [0, 2, 3, 4, 5, 6], 1: [7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 1], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 8], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28]} 
dagC19.txt 1234x1.txt 0.05 20 0.7526881720430108 True 0.5 10000000189.666666 {0: [1, 2, 3, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0], 2: [18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 4], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19]} 
dagC19.txt 1234x1.txt 0.07 20 0.7634408602150538 True 0.5 10000000189.0 {0: [0, 1, 2, 3, 4, 8], 1: [6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 31], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 5], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 35]} 
dagC19.txt 1234x1.txt 0.1 20 0.7311827956989247 True 0.5 10000000188.75 {0: [1, 3, 4, 5, 2], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 22], 2: [18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 15]} 
dagC19.txt 1234x1.txt 0.05 50 0.7688172043010753 True 0.5 10000000189.75 {0: [1, 2, 5, 28, 14], 1: [7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 23, 29], 2: [18, 19, 20, 21, 22, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 3, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 4, 6]} 
dagC19.txt 1234x1.txt 0.07 50 0.7473118279569892 True 0.5 10000000189.75 {0: [0, 1, 3, 4, 5, 33], 1: [6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 31], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 34, 35, 2], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 13]} 
dagC19.txt 1234x1.txt 0.1 50 0.7741935483870968 True 0.5 10000000189.0 {0: [0, 1, 2, 3, 4, 8], 1: [6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 31], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 5], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28]} 
dagC19.txt 1234x1.txt 0.05 100 0.7956989247311828 True 0.5 10000000190.25 {0: [0, 1, 3, 4, 5, 8], 1: [7, 9, 10, 11, 13, 14, 15, 16, 17, 21, 12], 2: [18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 2, 32], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 33, 6]} 
dagC19.txt 1234x1.txt 0.07 100 0.7473118279569892 True 0.5 10000000188.75 {0: [1, 3, 5, 4, 2], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 23, 20], 2: [18, 19, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 0, 17], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 28]} 
dagC19.txt 1234x1.txt 0.1 100 0.7096774193548387 True 0.5 10000000189.0 {0: [0, 1, 2, 3, 4, 35], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 24], 2: [18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 5], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.05 20 0.7365591397849462 True 0.6 10000000191.5 {0: [2, 3, 4, 5, 13], 1: [6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 1], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 29], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 0]} 
dagC19.txt 1234x1.txt 0.07 20 0.7311827956989247 True 0.6 10000000188.75 {0: [2, 3, 4, 5, 1], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 22], 2: [18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 0], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 15]} 
dagC19.txt 1234x1.txt 0.1 20 0.7150537634408602 True 0.6 10000000189.0 {0: [0, 1, 3, 4, 5, 32], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 2], 2: [18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 20], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.05 50 0.7204301075268817 True 0.6 10000000189.0 {0: [0, 3, 4, 5, 2], 1: [6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 34, 13], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 1], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 12]} 
dagC19.txt 1234x1.txt 0.07 50 0.7365591397849462 True 0.6 10000000189.333334 {0: [0, 3, 4, 5, 35, 22], 1: [6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 33, 2], 2: [18, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 1, 9], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 19]} 
dagC19.txt 1234x1.txt 0.1 50 0.7688172043010753 True 0.6 10000000189.5 {0: [0, 1, 2, 4, 5, 33], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 23], 2: [18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 3], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 20]} 
dagC19.txt 1234x1.txt 0.05 100 0.7473118279569892 True 0.6 10000000188.75 {0: [0, 1, 3, 4, 5, 35], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 2], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 27], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 15]} 
dagC19.txt 1234x1.txt 0.07 100 0.7473118279569892 True 0.6 10000000190.0 {0: [0, 2, 3, 4, 5, 35], 1: [6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 27], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 1], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 13]} 
dagC19.txt 1234x1.txt 0.1 100 0.7526881720430108 True 0.6 10000000189.0 {0: [0, 1, 3, 4, 5, 32], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 28], 2: [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 34, 35, 2], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 33]} 
dagC19.txt 1234x1.txt 0.05 20 0.6881720430107527 True 0.7 191.75 {0: [0, 1, 3, 2, 13], 1: [6, 7, 9, 10, 11, 14, 15, 16, 22, 27, 4], 2: [18, 19, 20, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 5, 17, 21, 8], 3: [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 35, 12]} 
